,CatalogNumber,Item Name,CAS Number,Plate Location,Rack Number,M.w.,Solvent ,Formula,SMILES,Solubility,Form,Pathway,Target,Information,URL,SMILES_check
652,A8686,VX-745,209410-46-8,D04,L1021-08,436.27,DMSO,C19H9Cl2F2N3OS,C1=CC(=C(C(=C1)Cl)C2=C3C=CC(=NN3C=NC2=O)SC4=C(C=C(C=C4)F)F)Cl,≥21.8 mg/mL in DMSO; insoluble in H2O; ≥2.1 mg/mL in EtOH with gentle warming and ultrasonic,,MAPK Signaling,p38,,https://www.apexbt.com/search.php?catalog=A8686,1
653,A8701,Mesoridazine Besylate,32672-69-8,D05,L1021-08,544.75,DMSO,C27H32N2O4S3,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C.C1=CC=C(C=C1)S(=O)(=O)O,≥21.5 mg/mL in DMSO; insoluble in H2O; ≥19.55 mg/mL in EtOH,besylate,Others,Others,Phenothiazine dopamine receptor anatagonist,https://www.apexbt.com/search.php?catalog=A8701,0
654,A8704,Stiripentol,49763-96-4,D06,L1021-08,234.29,DMSO,C14H18O3,OC(C(C)(C)C)/C=C/C1=CC2=C(OCO2)C=C1,insoluble in H2O; ≥46.7 mg/mL in EtOH; ≥9.9 mg/mL in DMSO,,Metabolism,Dehydrogenase,,https://www.apexbt.com/search.php?catalog=A8704,1
655,A8710,ETC-1002,738606-46-7,D07,L1021-08,344.49,DMSO,C19H36O5,OC(C(C)(C)CCCCCC(O)CCCCCC(C)(C)C(O)=O)=O,insoluble in H2O; ≥97.6 mg/mL in DMSO; ≥42.5 mg/mL in EtOH,,Others,ATP citrate lyase,ACL inhibitor and AMPK activator,https://www.apexbt.com/search.php?catalog=A8710,1
656,A8802,(S)-Crizotinib,877399-52-5; 1374356-45-2,D08,L1021-08,450.34,DMSO,C21H22Cl2FN5O,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,≥33.33 mg/mL in DMSO; insoluble in H2O; ≥8.58 mg/mL in EtOH with ultrasonic,,DNA Damage/DNA Repair,MTH1,Potent MTH1 inhibitor,https://www.apexbt.com/search.php?catalog=A8802,1
657,A8809,Vorapaxar,618385-01-6,D09,L1021-08,492.58,DMSO,C29H33FN2O4,CCOC(=O)NC1CCC2C(C1)CC3C(C2C=CC4=NC=C(C=C4)C5=CC(=CC=C5)F)C(OC3=O)C,≥24.65 mg/mL in DMSO; insoluble in H2O; ≥10.64 mg/mL in EtOH with ultrasonic,Free Base,Others,Others,"PAR-1 antagonist,potent and orally active",https://www.apexbt.com/search.php?catalog=A8809,1
658,A8893,Rucaparib (free base),283173-50-2,D10,L1021-08,323.36,DMSO,C19H18FN3O,FC1=CC2=C3C(CCNC2=O)=C(C4=CC=C(CNC)C=C4)NC3=C1,insoluble in H2O; insoluble in EtOH; ≥16.15 mg/mL in DMSO,,Chromatin/Epigenetics,PARP,Potent PARP inhibitor,https://www.apexbt.com/search.php?catalog=A8893,1
659,B1006,Vilanterol trifenatate,503070-58-4,D11,L1021-08,774.77,DMSO,C44H49Cl2NO7,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)O.C1=CC(=C(C(=C1)Cl)COCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O)Cl,insoluble in H2O; ≥158.4 mg/mL in DMSO; ≥7.84 mg/mL in ETOH with gentle warming and ultrasonic,,GPCR/G protein,Adrenergic Receptor,β2-AR agonist,https://www.apexbt.com/search.php?catalog=B1006,1
660,B1011,Bafetinib (INNO-406),859212-16-1,E01,L1021-08,576.62,DMSO,C30H31F3N8O,CC1=C(C=C(C=C1)NC(=O)C2=CC(=C(C=C2)CN3CCC(C3)N(C)C)C(F)(F)F)NC4=NC=C(C=N4)C5=CN=CN=C5,≥57.7 mg/mL in DMSO; insoluble in EtOH; insoluble in H2O,,TGF-β / Smad Signaling,Bcr-Abl,Bcr-Abl/Lyn tyrosine kinase inhibitor,https://www.apexbt.com/search.php?catalog=B1011,1
661,B1027,2-Deoxy-D-glucose,154-17-6,E02,L1021-08,164.16,DMSO,C6H12O5,[H][C@]([C@](C1([H])[H])([H])O[H])([C@](C([H])([H])O[H])([H])OC1([H])O[H])O[H],≥105 mg/mL in H2O; ≥2.37 mg/mL in EtOH with gentle warming and ultrasonic; ≥8.2 mg/mL in DMSO,,Others,Hexokinase,,https://www.apexbt.com/search.php?catalog=B1027,0
662,B1037,Alvelestat,848141-11-7,E03,L1021-08,545.53,DMSO,C25H22F3N5O4S,CC(N1C2=CC=CC(C(F)(F)F)=C2)=C(C3=CC=NN3C)C=C(C1=O)C(NCC4=NC=C(S(C)(=O)=O)C=C4)=O,≥27.3 mg/mL in DMSO; insoluble in H2O; insoluble in EtOH,Free Base,Proteases,Elastase,NE inhibitor,https://www.apexbt.com/search.php?catalog=B1037,1
663,B1045,Sunitinib,557795-19-4,E04,L1021-08,398.47,DMSO,C22H27FN4O2,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,insoluble in H2O; ≥19.9 mg/mL in DMSO with gentle warming; ≥3.16 mg/mL in EtOH with gentle warming,Free Base,Tyrosine Kinase,PDGFR,RTK inhibitor,https://www.apexbt.com/search.php?catalog=B1045,1
664,B1049,Ulipristal acetate,126784-99-4,E05,L1021-08,475.62,DMSO,C30H37NO4,CC(=O)C1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)OC(=O)C,≥21.3 mg/mL in DMSO with gentle warming; insoluble in H2O; ≥23.23 mg/mL in EtOH,acetate,Endocrinology and Hormones,Estrogen/progestogen Receptor,Novel selective progesterone receptor modulator (SPRM),https://www.apexbt.com/search.php?catalog=B1049,1
665,B1050,Delavirdine mesylate,147221-93-0,E06,L1021-08,552.67,DMSO,C23H32N6O6S2,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C.CS(=O)(=O)O,insoluble in H2O; insoluble in EtOH; ≥58.3 mg/mL in DMSO,,Microbiology & Virology,Reverse Transcriptase,Non-nucleoside reverse transcriptase inhibitor,https://www.apexbt.com/search.php?catalog=B1050,1
666,B1054,Resiquimod (R-848),144875-48-9,E07,L1021-08,314.38,DMSO,C17H22N4O2,CCOCC1=NC2=C(N1CC(C)(C)O)C3=CC=CC=C3N=C2N,insoluble in H2O; ≥12.65 mg/mL in EtOH with ultrasonic; ≥15.85 mg/mL in DMSO,,Immunology/Inflammation,TLR,,https://www.apexbt.com/search.php?catalog=B1054,1
667,B1059,Mosapride,112885-41-3,E08,L1021-08,421.89,DMSO,C21H25ClFN3O3,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N,insoluble in H2O; insoluble in EtOH; ≥75.3 mg/mL in DMSO,,Neuroscience,5-HT Receptor,Selective 5HT4 agonist,https://www.apexbt.com/search.php?catalog=B1059,1
668,B1063,Tizanidine,51322-75-9,E09,L1021-08,253.71,DMSO,C9H8ClN5S,ClC1=C(NC2=NCCN2)C3=NSN=C3C=C1,insoluble in H2O; ≥11.45 mg/mL in DMSO; ≥9.44 mg/mL in EtOH with gentle warming and ultrasonic,Free Base,GPCR/G protein,Adrenergic Receptor,α2 adrenergic agonist,https://www.apexbt.com/search.php?catalog=B1063,1
669,B1070,AHU-377(Sacubitril),149709-62-6,E10,L1021-08,411.49,DMSO,C24H29NO5,CCOC(=O)C(C)CC(CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)CCC(=O)O,≥41.1 mg/mL in DMSO; ≥21.45 mg/mL in H2O with ultrasonic; ≥26.85 mg/mL in EtOH with ultrasonic,,GPCR/G protein,Angiotensin Receptor,,https://www.apexbt.com/search.php?catalog=B1070,1
670,B1072,Losartan,114798-26-4,E11,L1021-08,422.91,DMSO,C22H23ClN6O,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,≥2.48 mg/mL in H2O with gentle warming and ultrasonic; ≥2.9 mg/mL in EtOH with gentle warming; ≥84.6 mg/mL in DMSO,,GPCR/G protein,Angiotensin Receptor,Angiotensin II receptor antagonist,https://www.apexbt.com/search.php?catalog=B1072,1
671,B1076,Doripenem,148016-81-3,F01,L1021-08,420.5,DMSO,C15H24N4O6S2,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)CNS(=O)(=O)N)C(=O)O)C(C)O,≥20.1 mg/mL in DMSO with gentle warming; ≥13.1 mg/mL in H2O with ultrasonic; ≥3.37 mg/mL in EtOH with gentle warming and ultrasonic,Free Base,Microbiology & Virology,Antibiotic,Ultra-broad spectrum injectable antibiotic,https://www.apexbt.com/search.php?catalog=B1076,1
672,B1092,Salicylic acid,69-72-7,F02,L1021-08,138.12,DMSO,C7H6O3,C1=CC=C(C(=C1)C(=O)O)O,insoluble in H2O; ≥52.6 mg/mL in EtOH; ≥6.91 mg/mL in DMSO,Free Base,Neuroscience,COX,COX inhibitor,https://www.apexbt.com/search.php?catalog=B1092,1
673,B1100,Cytarabine hydrochloride,69-74-9,F03,L1021-08,279.68,DMSO,C9H14ClN3O5,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O.Cl,insoluble in EtOH; ≥14.2 mg/mL in DMSO; ≥64.2 mg/mL in H2O,Hydrochloride,DNA Damage/DNA Repair,DNA Synthesis,DNA synthsis inhibitor,https://www.apexbt.com/search.php?catalog=B1100,1
674,B1102,Brexpiprazole,913611-97-9,F04,L1021-08,433.57,DMSO,C25H27N3O2S,C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4,≥21.68 mg/mL in DMSO with gentle warming; insoluble in EtOH; insoluble in H2O,Free Base,Neuroscience,Dopamine Receptor,"5-HT2A, α1B-, and α2C-adrenergic receptors antagonist",https://www.apexbt.com/search.php?catalog=B1102,1
675,B1104,AZD-9291,1421373-65-0,F05,L1021-08,499.61,DMSO,C28H33N7O2,CN1C=C(C2=NC(NC3=C(OC)C=C(N(CCN(C)C)C)C(NC(C=C)=O)=C3)=NC=C2)C4=C1C=CC=C4,≥24.98 mg/mL in DMSO; insoluble in H2O; ≥8.09 mg/mL in EtOH with ultrasonic,Free Base,JAK/STAT Signaling,EGFR,Mutated forms EGFR inhibitor,https://www.apexbt.com/search.php?catalog=B1104,1
676,B1106,VRT752271,869886-67-9,F06,L1021-08,433.33,DMSO,C21H22Cl2N4O2,CC(C)NC1=NC=C(C(=C1)C2=CNC(=C2)C(=O)NC(CO)C3=CC(=CC=C3)Cl)Cl,≥43.3 mg/mL in DMSO; insoluble in H2O; ≥2.51 mg/mL in EtOH with gentle warming and ultrasonic,,MAPK Signaling,ERK,ERK1/ERK2 inhibitor,https://www.apexbt.com/search.php?catalog=B1106,1
677,B1114,T 705,259793-96-9,F07,L1021-08,157.1,DMSO,C5H4FN3O2,C1=C(N=C(C(=O)N1)C(=O)N)F,≥2.9 mg/mL in H2O with ultrasonic; ≥6.2 mg/mL in DMSO; ≥8.78 mg/mL in EtOH with ultrasonic,,Microbiology & Virology,HCV,Potent and selective RNA-dependent RNA polymerase inhibitor,https://www.apexbt.com/search.php?catalog=B1114,1
678,B1119,Efavirenz,154598-52-4,F08,L1021-08,315.68,DMSO,C14H9ClF3NO2,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,insoluble in H2O; ≥15.55 mg/mL in DMSO; ≥48.1 mg/mL in EtOH,Free Base,Microbiology & Virology,HIV,Reverse transcriptase inhibitor,https://www.apexbt.com/search.php?catalog=B1119,1
679,B1122,Nelfinavir,159989-64-7,F09,L1021-08,567.78,DMSO,C32H45N3O4S,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,insoluble in H2O; ≥16.1 mg/mL in DMSO with ultrasonic; ≥20.45 mg/mL in EtOH,Free Base,Proteases,HIV Integrase,HIV-1 protease inhibitor,https://www.apexbt.com/search.php?catalog=B1122,1
680,B1123,Rosuvastatin,287714-41-4,F10,L1021-08,481.54,DMSO,C22H28FN3O6S,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,≥48.2 mg/mL in DMSO; ≥10.78 mg/mL in H2O with ultrasonic; ≥12.4 mg/mL in EtOH with ultrasonic,,Metabolism,HMG-CoA Reductase,Competitive inhibitor of HMG-CoA reductase,https://www.apexbt.com/search.php?catalog=B1123,1
681,B1124,Pitavastatin,147511-69-1,F11,L1021-08,421.46,DMSO,C25H24FNO4,C1CC1C2=NC3=CC=CC=C3C(=C2C=CC(CC(CC(=O)O)O)O)C4=CC=C(C=C4)F,≥10.56 mg/mL in H2O with ultrasonic; ≥14.35 mg/mL in DMSO; ≥8.46 mg/mL in EtOH with ultrasonic,Free Base,Metabolism,HMG-CoA Reductase,HMG-CoA reductase inhibitor,https://www.apexbt.com/search.php?catalog=B1124,1
682,B1125,Pravastatin,81093-37-0,G01,L1021-08,424.53,DMSO,C23H36O7,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,≥14.05 mg/mL in DMSO,,Metabolism,HMG-CoA Reductase,,https://www.apexbt.com/search.php?catalog=B1125,1
683,B1130,GLPG0634,1206161-97-8,G02,L1021-08,425.5,DMSO,C21H23N5O3S,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,≥21.3 mg/mL in DMSO; insoluble in EtOH; insoluble in H2O,Free Base,JAK/STAT Signaling,JAK,JAK1 inhibitor,https://www.apexbt.com/search.php?catalog=B1130,1
684,B1134,Oxybutynin chloride,1508-65-2,G03,L1021-08,393.95,DMSO,C22H32ClNO3,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.Cl,≥19.7 mg/mL in DMSO; ≥70.8 mg/mL in EtOH; ≥73.3 mg/mL in H2O,Chloride,Neuroscience,AChR,Anticholinergic medication,https://www.apexbt.com/search.php?catalog=B1134,1
685,B1147,Orotic acid,65-86-1,G04,L1021-08,156.1,DMSO,C5H4N2O4,C1=C(NC(=O)NC1=O)C(=O)O,insoluble in H2O; insoluble in EtOH; ≥15.6 mg/mL in DMSO with gentle warming,,DNA Damage/DNA Repair,Nucleoside Antimetabolite/Analogue,Pyrimidinecarboxylic acid,https://www.apexbt.com/search.php?catalog=B1147,1
686,B1157,sn-Glycero-3-phosphocholine,28319-77-9,G05,L1021-08,257.22,H2O,C8H20NO6P,C[N+](C)(C)CCOP(=O)([O-])OCC(CO)O,insoluble in DMSO; ≥11.2 mg/mL in H2O; ≥3.25 mg/mL in EtOH,,Others,Others,Nootropic phospholipid,https://www.apexbt.com/search.php?catalog=B1157,1
687,B1192,Topiroxostat,577778-58-6,G06,L1021-08,248.24,DMSO,C13H8N6,C1=CN=CC=C1C2=NC(=NN2)C3=CC(=NC=C3)C#N,insoluble in EtOH; insoluble in H2O; ≥10.7 mg/mL in DMSO,,Others,XAO,Xanthine oxidoreductase (XOR) inhibitor,https://www.apexbt.com/search.php?catalog=B1192,1
688,B1198,Cisapride,81098-60-4,G07,L1021-08,465.95,DMSO,C23H29ClFN3O4,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,≥23.3 mg/mL in DMSO; insoluble in H2O; ≥3.47 mg/mL in EtOH,,Neuroscience,5-HT Receptor,5-HT4 receptor agonist,https://www.apexbt.com/search.php?catalog=B1198,1
689,B1199,Tandospirone,87760-53-0,G08,L1021-08,383.49,DMSO,C21H29N5O2,C1CC2CC1C3C2C(=O)N(C3=O)CCCCN4CCN(CC4)C5=NC=CC=N5,≥38.3 mg/mL in DMSO; insoluble in H2O; ≥12.8 mg/mL in EtOH,,Neuroscience,5-HT Receptor,,https://www.apexbt.com/search.php?catalog=B1199,0
690,B1204,Ondansetron hydrochloride dihydrate,103639-04-9,G09,L1021-08,365.85,DMSO,C18H24ClN3O3,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C.O.O.Cl,≥12.7 mg/mL in EtOH with ultrasonic; ≥7.57 mg/mL in H2O with ultrasonic; ≥9.15 mg/mL in DMSO,hydrochloride,Neuroscience,5-HT Receptor,5-HT3 receptor antagonist,https://www.apexbt.com/search.php?catalog=B1204,1
691,B1206,Pizotifen,15574-96-6,G10,L1021-08,295.44,DMSO,C19H21NS,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1,insoluble in H2O; ≥14.77 mg/mL in DMSO; ≥21.63 mg/mL in EtOH with ultrasonic,,Neuroscience,5-HT Receptor,Highly selective 5-HT receptor blocking agent,https://www.apexbt.com/search.php?catalog=B1206,1
692,B1210,Aniracetam,72432-10-1,G11,L1021-08,219.24,DMSO,C12H13NO3,COC1=CC=C(C=C1)C(=O)N2CCCC2=O,insoluble in H2O; ≥10.96 mg/mL in DMSO; ≥11.06 mg/mL in EtOH,Free Base,Membrane Transporter/Ion Channel,AMPAR,Nootropic drug for senile dementia,https://www.apexbt.com/search.php?catalog=B1210,1
693,B1215,Gatifloxacin hydrochloride,121577-32-0,H01,L1021-08,411.86,H2O,C19H23ClFN3O4,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F.Cl,Insoluble in DMSO; insoluble in EtOH; ≥14.8 mg/mL in H2O with ultrasonic,,DNA Damage/DNA Repair,Topoisomerase,potent fluoroquinolone antibiotics,https://www.apexbt.com/search.php?catalog=B1215,1
694,B1217,Meropenem trihydrate,119478-56-7,H02,L1021-08,437.51,DMSO,C17H31N3O8S,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O.O.O.O,≥20.7 mg/mL in H2O with gentle warming; insoluble in EtOH; ≥49.2 mg/mL in DMSO,trihydrate,Microbiology & Virology,Antibiotic,Broad-spectum β-lactam antibiotic,https://www.apexbt.com/search.php?catalog=B1217,1
695,B1223,Vancomycin hydrochloride,1404-93-9,H03,L1021-08,1485.72,DMSO,C66H76Cl3N9O24,Cl.CNC(CC(C)C)C(=O)NC1C(O)C2=CC=C(OC3=CC4=CC(=C3OC5OC(CO)C(O)C(O)C5OC6CC(C)(N)C(O)C(C)O6)OC7=CC=C(C=C7Cl)C(O)C8NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)C9=CC(=C(O)C=C9)C%10=C(C=C(O)C=C%10O)C(NC8=O)C(O)=O)C(=C2)Cl,≥55.8 mg/mL in DMSO with gentle warming; insoluble in EtOH; ≥22.15 mg/mL in H2O,Hydrochloride,Microbiology & Virology,Antibiotic,Narrow-spectrum glycopeptide antibacterial agent,https://www.apexbt.com/search.php?catalog=B1223,1
696,B1224,Anidulafungin,166663-25-8,H04,L1021-08,1140.24,DMSO,C58H73N7O17,CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC=C(C=C7)O)O)O)C(C)O)C)O)O)O,insoluble in EtOH; insoluble in H2O; ≥20.8 mg/mL in DMSO,,Microbiology & Virology,Antibiotic,Antifungal drug,https://www.apexbt.com/search.php?catalog=B1224,0
697,B1226,Fluconazole hydrate,155347-36-7,H05,L1021-08,324.29,DMSO,C13H14F2N6O2,FC1=CC(F)=C(C(CN2C=NC=N2)(O)CN3C=NC=N3)C=C1.O,≥16.35 mg/mL in DMSO; ≥28.8 mg/mL in EtOH; ≥3.2 mg/mL in H2O with ultrasonic,hydrate,Microbiology & Virology,Antibiotic,Triazole antifungal drug,https://www.apexbt.com/search.php?catalog=B1226,1
698,B1239,Parecoxib Sodium,198470-85-8,H06,L1021-08,392.4,DMSO,C19H17N2NaO4S,CCC(=O)[N-]S(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C.[Na+],≥10.7 mg/mL in EtOH; ≥118.6 mg/mL in DMSO; ≥43.9 mg/mL in H2O,,Neuroscience,COX,COX-2 inhibitor,https://www.apexbt.com/search.php?catalog=B1239,1
699,B1240,(+)-Ketoconazole,142128-59-4,H07,L1021-08,531.43,DMSO,C26H28Cl2N4O4,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,≥25.5 mg/mL in DMSO with gentle warming; insoluble in H2O; insoluble in EtOH,Free Base,Metabolism,P450,Potent inhibitor of cytochrome P450c17,https://www.apexbt.com/search.php?catalog=B1240,1
700,B1242,Haloperidol hydrochloride,1511-16-6,H08,L1021-08,412.33,DMSO,C21H24Cl2FNO2,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F.Cl,insoluble in H2O; ≥10.31 mg/mL in DMSO; ≥2.96 mg/mL in EtOH with gentle warming and ultrasonic,Hydrochloride,Neuroscience,Dopamine Receptor,Antipsychotic drug,https://www.apexbt.com/search.php?catalog=B1242,1
701,B1246,Etomidate hydrochloride,53188-20-8,H09,L1021-08,280.75,DMSO,C14H17ClN2O2,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2.Cl,≥12.35 mg/mL in DMSO; ≥36.65 mg/mL in EtOH; ≥39.45 mg/mL in H2O with ultrasonic,Hydrochloride,Membrane Transporter/Ion Channel,GABA Receptor,GABAA receptors agonist,https://www.apexbt.com/search.php?catalog=B1246,1
702,B1248,Beclomethasone dipropionate,5534-09-8,H10,L1021-08,521.04,DMSO,C28H37ClO7,CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC,insoluble in H2O; ≥12.72 mg/mL in EtOH with ultrasonic; ≥16.95 mg/mL in DMSO,Free Base,GPCR/G protein,Glucocorticoid Receptor,Corticosteroid used for asthma and rhinitis,https://www.apexbt.com/search.php?catalog=B1248,1
703,B1251,Valproic acid,99-66-1,H11,L1021-08,144.21,DMSO,C8H16O2,CCCC(CCC)C(=O)O,≥12.35 mg/mL in DMSO; ≥29 mg/mL in EtOH; ≥36 mg/mL in H2O,Free Base,DNA Damage/DNA Repair,HDAC,HDAC1 inhibitor,https://www.apexbt.com/search.php?catalog=B1251,1
704,B1266,Glycopyrrolate,596-51-0,A01,L1021-09,398.33,DMSO,C19H28BrNO3,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],≥19.92 mg/mL in DMSO; ≥57.5 mg/mL in EtOH; ≥85 mg/mL in H2O,Free Base,Neuroscience,AChR,Muscarinic competitive antagonist,https://www.apexbt.com/search.php?catalog=B1266,1
705,B1270,Reserpine hydrochloride,16994-56-2,A02,L1021-09,645.14,DMSO,C33H41ClN2O9,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC.Cl,≥25 mg/mL in DMSO; insoluble in H2O; ≥2.74 mg/mL in EtOH with gentle warming and ultrasonic,Hydrochloride,Membrane Transporter/Ion Channel,Monoamine transporter,Blocker of VMAT,https://www.apexbt.com/search.php?catalog=B1270,1
706,B1277,Adapalene sodium salt,911110-93-5,A03,L1021-09,434.5,DMSO,C28H27NaO3,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5.[Na],insoluble in H2O; insoluble in EtOH; ≥4.35 mg/mL in DMSO with gentle warming,sodium salt,Others,Others,Retinoic acid receptor agonist,https://www.apexbt.com/search.php?catalog=B1277,0
707,B1278,Benazepril,86541-75-5,A04,L1021-09,424.49,DMSO,C24H28N2O5,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O,insoluble in EtOH; ≥38.3 mg/mL in H2O; ≥47.6 mg/mL in DMSO,,Others,Others,ACE inhibitor,https://www.apexbt.com/search.php?catalog=B1278,1
708,B1280,Prilocaine hydrochloride,1786-81-8,A05,L1021-09,256.77,DMSO,C13H21ClN2O,CCCNC(C)C(=O)NC1=CC=CC=C1C.Cl,≥10.4 mg/mL in DMSO; ≥50.8 mg/mL in H2O; ≥52.7 mg/mL in EtOH,Hydrochloride,Others,Others,Local anesthetic of the amino amide type,https://www.apexbt.com/search.php?catalog=B1280,1
709,B1283,Prasugrel hydrochloride,389574-19-0,A06,L1021-09,409.9,DMSO,C20H21ClFNO3S,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4.Cl,≥18.9 mg/mL in DMSO with gentle warming; insoluble in H2O; ≥10.42 mg/mL in EtOH with ultrasonic,Hydrochloride,GPCR/G protein,P2Y Receptor,P2 Receptor inhibitor,https://www.apexbt.com/search.php?catalog=B1283,1
710,B1286,AZD7545,252017-04-2,A07,L1021-09,478.87,DMSO,C19H18ClF3N2O5S,CC(C(=O)NC1=C(C=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)N(C)C)Cl)(C(F)(F)F)O,≥21.85 mg/mL in DMSO; insoluble in H2O; ≥15.63 mg/mL in EtOH with ultrasonic,,Others,PDHK,,https://www.apexbt.com/search.php?catalog=B1286,1
711,B1289,Minoxidil,38304-91-5,A08,L1021-09,209.25,DMSO,C9H15N5O,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,insoluble in H2O; ≥14.35 mg/mL in EtOH with ultrasonic; ≥2.32 mg/mL in DMSO with gentle warming,,Membrane Transporter/Ion Channel,Potassium Channel,Kir6 channel (KATP) activator.,https://www.apexbt.com/search.php?catalog=B1289,1
712,B1290,Lansoprazole sodium,226904-00-3,A09,L1021-09,391.34,DMSO,C16H13F3N3NaO2S,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3[N-]2)OCC(F)(F)F.[Na+],insoluble in H2O; ≥15.05 mg/mL in EtOH; ≥58.9 mg/mL in DMSO,sodium,Membrane Transporter/Ion Channel,Proton Pump,PPI/cytochrome P450 inhibitor,https://www.apexbt.com/search.php?catalog=B1290,1
713,B1296,Glibenclamide,10238-21-8,A10,L1021-09,494,DMSO,C23H28ClN3O5S,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,≥49.4 mg/mL in DMSO; insoluble in H2O; insoluble in EtOH,,Metabolism,Saccharometabolism,Insulin production modulator,https://www.apexbt.com/search.php?catalog=B1296,1
714,B1302,Amsacrine,51264-14-3,A11,L1021-09,393.46,DMSO,C21H19N3O3S,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,Soluble in DMSO,,DNA Damage/DNA Repair,Topoisomerase,Topoisomerase 2 inhibitor,https://www.apexbt.com/search.php?catalog=B1302,1
715,B1303,Amsacrine hydrochloride,54301-15-4,B01,L1021-09,429.92,DMSO,C21H20ClN3O3S,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42.Cl,≥55.56 mg/mL in DMSO; insoluble in H2O; ≥2.83 mg/mL in EtOH with gentle warming and ultrasonic,,DNA Damage/DNA Repair,Topoisomerase,,https://www.apexbt.com/search.php?catalog=B1303,1
